160,1850,1843.3,3.6203e+05,0.32579,13.165
100,3180,351.01,4.1818e+05,0.888,29.896
100,2000,448.67,51583,0.29988,81.283
100,2000,437.2,47053,0.33451,95.929
100,30000,769.61,6.1602e+05,0.49996,10.731
100,5000,657.67,4.3322e+05,0.34266,14.82
100,5000,651.54,4.3326e+05,0.33463,14.694
100,5000,652.9,4.3319e+05,0.33764,14.701
100,5000,650.34,4.3322e+05,0.33755,14.719
100,5000,649.24,4.3337e+05,0.33744,14.695
100,5000,642.27,4.3379e+05,0.33432,14.924
100,5000,622.71,4.2253e+05,0.51255,3.0866
100,5000,602.25,4.242e+05,0.41953,2.8577
100,5000,604.62,4.9644e+05,0.2958,18.424
100,5000,602.74,4.9669e+05,0.28889,18.052
100,5000,609.72,4.9622e+05,0.30227,18.407
100,5000,571.82,4.971e+05,0.29237,18.226
100,5000,608.52,5.0002e+05,0.29041,18.308
100,5000,257.52,4.5439e+05,0.3105,17.907
100,5000,257.63,4.5423e+05,0.3096,19.003
100,5000,241.46,4.5505e+05,0.29405,18.158
100,5000,241.57,4.5498e+05,0.29194,18.232
100,5000,261.22,5.038e+05,0.8184,37.696
100,5000,277.53,5.038e+05,0.29698,18.379
100,5000,278.19,5.0229e+05,0.29659,18.553
100,20000,699.74,6.2605e+05,0.26248,17.911
100,20000,567.04,5.2478e+05,0.25498,17.986
100,3160,489.48,1.0668e+05,1.2662,21.883
100,50000,3379.3,4.1042e+06,0.47627,62.022
100,31140,1714.5,1.872e+06,1.7022,122.87
100,31140,1711.5,1.8722e+06,1.6759,118.89
100,31140,1711.6,1.8735e+06,1.6986,121.15
100,31140,1712.8,1.8734e+06,1.7038,121.59
100,31140,1549.8,1.5079e+06,3.9554,52.429
100,31140,1633.2,1.6305e+06,3.453,58.677
100,31140,2580.9,2.0766e+06,0.37139,33.135
100,31140,2568,2.0736e+06,0.36828,33.457
100,31140,1676.6,2.4126e+06,1.0302,52.178
100,31140,1697.4,2.1011e+06,0.98411,51.72
100,11720,1180.2,7.3748e+05,2.5355,124.44
100,11720,1096.6,6.8981e+05,0.97248,83.328
100,11720,1086.2,6.8975e+05,0.94707,82.939
100,15000,2793.9,1.7751e+06,0.77163,72.76
100,15000,2127.3,1.7333e+06,0.87821,86.807
100,13930,1743,1.0997e+06,0.6427,68.771
100,13930,1411.8,1.2043e+06,3.6908,150.38
100,13930,1915.8,2.0954e+06,0.6387,66.443
100,11720,1315.4,7.0856e+05,1.4224,115.55
100,11720,1318,7.0788e+05,1.4244,116.17
100,11720,1303.3,7.0434e+05,1.3983,114.12
100,11720,1200.4,6.7043e+05,1.1777,81.186
100,11720,1176.3,6.6929e+05,1.2122,83.635
100,11720,1218.9,6.5845e+05,3.2072,83.483
100,11720,1138.8,6.8442e+05,1.0336,81.145
100,11720,933.68,6.6416e+05,0.94577,90.314
100,11720,934.19,6.6417e+05,0.94819,90.227
100,11720,908.69,6.6488e+05,0.96743,94.066
100,11720,997.8,6.6875e+05,0.88217,88.992
100,15000,2303.7,1.6535e+06,0.63604,70.066
100,15000,1946.5,1.6281e+06,0.62412,69.869
100,15000,2008.1,1.5912e+06,0.62625,69.285
100,11720,1038.4,8.1313e+05,1.3283,106.07
100,11720,949.73,7.8524e+05,1.2764,110.63
100,11720,952.69,7.9303e+05,1.2913,114.48
100,11720,947.19,7.7651e+05,1.3092,115.49
100,11720,953.69,7.7508e+05,1.8536,142.7
100,11720,947.77,7.7808e+05,1.2241,108.06
100,11720,1135.4,5.8586e+05,1.0263,128.34
100,11720,1017.6,6.0787e+05,0.74075,105.92
100,11720,1000.4,6.0855e+05,0.7235,104.14
100,11720,1014.3,6.0403e+05,0.74986,109.8
100,11720,1086.3,5.7828e+05,0.76224,104.33
100,11720,1071.1,6.0281e+05,0.67672,104.07
100,11720,1176.7,6.175e+05,0.6573,103.77
100,11720,909.52,5.8964e+05,2.6321,175.87
100,11720,909.32,5.8964e+05,0.68085,103.6
100,11720,888.11,5.9032e+05,0.67288,103.93
100,11720,923.64,5.8983e+05,0.71121,105.81
100,11720,922.52,5.8953e+05,0.71096,105.93
100,11720,922.76,5.9038e+05,0.71829,107.27
100,11720,1069.6,6.0146e+05,0.67979,104.45
100,11720,1055.8,6.0259e+05,0.67579,104.88
100,11720,1055.7,6.0285e+05,0.67291,104.85
100,11720,602.23,6.2413e+05,0.46399,84.909
100,11720,600.09,6.2406e+05,0.45584,84.285
100,11720,598.76,6.2493e+05,0.45467,84.329
100,87670,6198.3,1.3401e+07,0.39432,341.67
100,50040,4317.9,1.0692e+07,0.29582,128.88
100,50040,4197.2,1.0692e+07,0.29588,129.35
100,50040,4312,1.0715e+07,0.30067,137.23
100,50040,4310.1,1.0716e+07,0.30067,137.76
100,50040,3538.9,8.6923e+06,0.24914,52.508
100,50040,3525.2,8.6832e+06,0.2525,59.188
100,50040,3968.1,8.8235e+06,0.98627,145.4
100,50040,3884.8,8.8308e+06,0.35954,78.845
100,50040,3094.7,8.4425e+06,0.28179,49.893
100,50040,3272.4,8.527e+06,0.26286,53.29
100,50040,3299.5,8.4973e+06,0.26346,53.553
100,50040,3940.4,7.9304e+06,1.1573,196.54
100,50040,3918.8,7.9469e+06,1.1759,203.51
